""	"logFC"	"P.Value"	"adj.P.Val"
"TAF4B"	-0.506365865019745	0.0187873083001997	0.0497143333991128
"SIRT2"	-0.273049561544355	0.0187902815436737	0.0497143333991128
"PEX6"	-0.352732879935742	0.0187950202889996	0.0497154420836812
"HMGXB3"	0.277692661687005	0.0188037635085504	0.0497271402159712
"USP13"	0.293761710219211	0.0188100213350974	0.0497296665206348
"URI1"	0.304408330279007	0.0188133606769349	0.0497296665206348
"LIN7B"	-0.33783396926608	0.018831665425973	0.0497666216733692
"RPAIN"	-0.271973124933655	0.0188480030123539	0.049798362412576
"CRIM1"	0.381876574173381	0.0188683493499901	0.049836283236931
"LCORL"	0.273285041503585	0.0188710159307103	0.049836283236931
"DPM2"	0.38146438213803	0.0188788311123138	0.0498454845771094
"ARPC1A"	-0.35419415285021	0.0189038029887015	0.0498999698616894
"TRMT5"	-0.272909529810764	0.0189326160574586	0.049962877175337
"PLAU"	0.505477802952491	0.018936316816302	0.049962877175337
"LIMD2"	0.713380794942759	0.0189592778193006	0.0500119936791957
"CPNE8"	-0.276794700584166	0.0189746684229807	0.0500411225664722
"MLLT10"	0.284568524646306	0.0189805767960474	0.0500452367344124
"GNA12"	0.287456233952077	0.0190195933557089	0.0501366238962103
"YWHAE"	0.299507323784914	0.0190528172673879	0.0502127029838258
"GDI2"	0.30201834030342	0.0190741481981554	0.050257411083464
"BRP44"	0.279722322406234	0.0190992312974841	0.0503119828342285
"PRRG4"	0.522598670123195	0.0191094147125605	0.0503272892281142
"HNRNPU"	0.352083573484805	0.0191693354688066	0.0504705933985014
"RNF214"	0.271030069732666	0.0191725983437526	0.0504705933985014
"MAGI2-AS3"	0.826608912341499	0.0191979178398729	0.0505204494548111
"SEMA6B"	-1.14271544637762	0.0192012898615922	0.0505204494548111
"ATP6V0A2"	0.29498202897092	0.0192047424805256	0.0505204494548111
"RPP38"	-0.319343584061709	0.0192090960825661	0.0505204494548111
"DHX57"	-0.276857252549626	0.0192138281517271	0.0505213498282447
"MAST2"	0.266701193896528	0.0192435067419675	0.0505878298522851
"TBC1D2B"	-0.450736614336554	0.0192577808251334	0.0506137929930258
"CHPF"	-0.366570360179287	0.0192696041462986	0.0506333045935504
"TRMT12"	-0.32355159046957	0.0192749225635339	0.0506357187362957
"LOC100288615"	0.353809554729005	0.0193087410374728	0.0507129850753708
"COX6C"	0.311783975118046	0.0193169828293604	0.050723056213349
"ADAT1"	-0.365314940941449	0.0193962351899821	0.0509195416974234
"ECD"	-0.304015523048296	0.0194557107435211	0.0510640307747285
"TAZ"	-0.434372479981955	0.0194666569356277	0.0510811114163564
"FBXO18"	0.276081673755441	0.0194940034941712	0.0511412095314376
"DOCK5"	0.269509531006705	0.0195047929250806	0.0511578536405544
"MOAP1"	-0.31957946613778	0.01951846005896	0.0511820361855937
"RBBP5"	-0.299154411570909	0.019570592541181	0.0512903137337131
"GNB5"	0.294834221866556	0.019571980480237	0.0512903137337131
"ATXN7L1"	-0.461012465548905	0.0195731217237352	0.0512903137337131
"TECPR1"	-0.318711623905685	0.0195812303714321	0.0512998817083568
"PDXK"	0.342633080240532	0.0196072220429773	0.0513562855012803
"ARMC1"	-0.264953185565635	0.0196243299720326	0.0513894001474684
"IQCK"	-0.42918604936496	0.0196434324263325	0.0514277215183487
"SCAF1"	-0.301194754121956	0.0196925903756685	0.0515446947085669
"PARP1"	-0.379889247479987	0.0197001547352979	0.0515527696335934
"ZNF420"	0.273802489901875	0.0197136040141088	0.0515762374626911
"FAHD2B"	0.375220843799884	0.0197198829887223	0.0515809393902739
"C3orf52"	-0.413845460944941	0.0197308811500351	0.0515871792463301
"PUSL1"	-0.456165885821026	0.0197312332124724	0.0515871792463301
"RCN3"	0.507827236671029	0.0197383162133218	0.0515939771290304
"HEATR5B"	-0.2748308579779	0.0197605918101975	0.0516404748282385
"PCSK7"	0.484006480895895	0.0197651591734307	0.0516406848869499
"YIPF2"	-0.29940282136767	0.0197732343256123	0.0516500576154046
"UST"	-0.294540146976666	0.019810388190905	0.0517353659380816
"ERRFI1"	-0.692530743743019	0.0198571590661889	0.0518457449393756
"TTC5"	-0.383259930409445	0.0198927488250562	0.0519268873276416
"ZNF440"	0.299261184135926	0.0199182989045839	0.0519817918577904
"EIF3M"	0.269757919153887	0.0199358336859447	0.0520024227903766
"FKBP4"	0.283815339813181	0.0199372793096371	0.0520024227903766
"METRN"	-0.725990393855485	0.0199397594729283	0.0520024227903766
"CHD4"	0.281506249002133	0.0199886113066327	0.0521180171110185
"NCAPD3"	0.342102274657877	0.020004914095413	0.0521487103791865
"RPS3"	0.273734601591752	0.0200332039579011	0.052210630514376
"NT5C3"	0.324300375564085	0.0200415898416235	0.0522206605132996
"TCF25"	0.266589976043296	0.0200525570728824	0.0522374104463114
"CASP3"	0.307574684630224	0.0200590507171187	0.052242501630079
"PPP1R12B"	-0.333523817796428	0.0200638710950092	0.0522432335820048
"SPPL3"	0.292655254762087	0.020096345225902	0.0523078658721865
"ELL"	-0.352716432746759	0.0200977828557484	0.0523078658721865
"TUBA4A"	0.503229987243182	0.0201114897503757	0.0523317059771816
"REEP5"	0.293161052260134	0.020130389820537	0.052369045308445
"FOXP1"	-0.354809494642455	0.0201405248445776	0.052383570720055
"THUMPD2"	-0.27939709931981	0.0201677569891973	0.0524425474895326
"CYB561"	0.307425489438063	0.0201840885551183	0.0524731590650229
"LRP1"	-0.470097602124591	0.0202196875887732	0.0525538356953909
"HNRNPH1"	0.306873519132616	0.0202259452587901	0.0525582307481182
"HPS6"	-0.311018811658751	0.0202412091906788	0.0525860218003436
"DENND4A"	-0.277601947541304	0.0202472376416285	0.0525898122359518
"ZNF568"	0.322949052676559	0.0202766920834108	0.0526544334810414
"ATP8B1"	0.657374542562184	0.020294651292346	0.0526891815302528
"PDCD2"	-0.368891207290141	0.0203017156503823	0.0526956349617163
"FBXO46"	-0.290617394346081	0.0203068927711093	0.0526971880276655
"NBPF15"	-0.360563851485084	0.0203148726375368	0.0527060119894975
"COX8A"	0.31841287289663	0.0203255100506246	0.0527217253037275
"OAZ1"	-0.318997916973585	0.020333559118455	0.0527307192190848
"MARCKS"	0.302290362052434	0.0203616447535448	0.0527916579113644
"STRN4"	0.266316512582439	0.0203887048239425	0.052847384254592
"ASUN"	0.330137343420335	0.0203923219632151	0.052847384254592
"CDK11B"	-0.296497265435906	0.0203977581860303	0.0528495720312974
"PDLIM3"	-0.50998369589844	0.0204077626134369	0.0528635921490085
"BCL10"	-0.444723176862579	0.020434761259579	0.0529174459703649
"PPIL3"	0.380591211584149	0.0204418949358599	0.0529174459703649
"CXorf57"	-0.55968051376665	0.020444983486012	0.0529174459703649
"ENOSF1"	0.274163309952125	0.0204498534943461	0.0529174459703649
"UBE2G2"	-0.427208957281253	0.0204539704645779	0.0529174459703649
"SEPT7P2"	0.363870558937231	0.0204687260722522	0.0529174459703649
"LOC399744"	0.30616014303674	0.0204694654986673	0.0529174459703649
"IL17RA"	0.262951374649554	0.0204709850688568	0.0529174459703649
"EEFSEC"	0.334708049487775	0.020471135585501	0.0529174459703649
"PPP1R12A"	0.353972215683338	0.0204745318364788	0.0529174459703649
"HLA-G"	0.615581008891865	0.0204970485306276	0.0529637475390645
"MLLT1"	0.27719798238128	0.0205198702929195	0.0530008585568183
"SGPP1"	0.262065191809373	0.0205262228538374	0.0530008585568183
"ZNF549"	0.269069525336995	0.0205279644304044	0.0530008585568183
"GSK3B"	-0.343522740043412	0.0205314900369049	0.0530008585568183
"DCAF8"	-0.265710943609203	0.0205367440344215	0.0530008585568183
"RNASEH2B"	0.30948717375815	0.0205390415469119	0.0530008585568183
"HAUS5"	0.34993866766411	0.0205663566840301	0.0530594483471201
"TARSL2"	-0.62787790238003	0.0205885620732904	0.0530962790574422
"METTL11A"	0.26334933258565	0.0205898595389143	0.0530962790574422
"C5orf41"	-0.381281529003361	0.020612768002338	0.0531427528593272
"QRSL1"	0.307341303592586	0.0206171163017548	0.0531427528593272
"CEP350"	-0.358769254585092	0.0206546742727861	0.0532276413357579
"PLK3"	-0.510683703815351	0.0206804603209168	0.0532748690051387
"WARS2"	0.32444495108042	0.0206900511788637	0.0532748690051387
"RBAK"	0.26798277571235	0.0206901421616399	0.0532748690051387
"LOC642236"	0.413717378036945	0.0206915165916214	0.0532748690051387
"EYA3"	0.273366287029511	0.0207216877212332	0.053340618202566
"ETV3"	-0.291541189901714	0.0207409286018879	0.0533782082466744
"RBPJ"	0.35530519924338	0.0207557031655839	0.0534042896786732
"CCDC85B"	-0.282810848154899	0.020767478224262	0.0534226434696092
"RCL1"	-0.349939259136244	0.0208142414594421	0.053530973174686
"CDCA5"	0.289751216224007	0.0208502512211054	0.0536007489466018
"FBXO22"	-0.321938855396274	0.0208506866829382	0.0536007489466018
"HLA-DRB1"	-1.09318861363366	0.0208638078257186	0.0536225020692709
"ANAPC2"	0.359489801749375	0.0208800455175178	0.0536436740883191
"TMEM147"	0.368285919843751	0.0208814603023496	0.0536436740883191
"NIP7"	-0.371319937421469	0.0208860286375669	0.0536436740883191
"DDX52"	-0.38242834995515	0.0208945808352972	0.0536536659601595
"TBC1D25"	-0.270886595676226	0.0209212237313966	0.0537100967933622
"PSMC3IP"	-0.702718902641745	0.0209404350807459	0.0537384766935919
"C20orf72"	-0.266288618379165	0.0209416168190772	0.0537384766935919
"UBE2T"	-0.295509987421517	0.0209489676432633	0.0537453563545068
"WWC1"	0.335635373273909	0.0209704319917183	0.0537701432961885
"XPR1"	-0.456842321384919	0.0209716666966368	0.0537701432961885
"GALNT10"	0.299383638325018	0.0209726451695708	0.0537701432961885
"SPRYD7"	-0.39749440776362	0.0209866680798073	0.0537941120112477
"MRPL32"	0.2659641938884	0.0210125626204416	0.0538484932528753
"BRAF"	0.309428838915171	0.0210534424765588	0.0539412443149411
"RNF8"	-0.288633635790659	0.0210672025896125	0.0539644857787338
"TRABD"	-0.518505857567199	0.0210794743710798	0.0539839053263813
"LRRC16A"	0.29705762331877	0.0211094133689596	0.0540485513822817
"C17orf62"	-0.301907671196601	0.0211222231237877	0.0540693207143399
"ARID1B"	0.300826932138555	0.0211343134677931	0.0540882396488394
"PWP1"	0.262287346805955	0.0211651348531763	0.054154533388132
"SLC45A3"	-0.45639501981357	0.0211696277446525	0.054154533388132
"ABCC10"	-0.345774341676855	0.0211760873284986	0.0541590197919313
"CCT5"	0.284265133466951	0.0211875832152956	0.0541590398462261
"ATP6V1A"	0.277436938604695	0.0211887380110404	0.0541590398462261
"ZNF281"	-0.26856101643262	0.0211902125664746	0.0541590398462261
"PRKCH"	-0.449967378212245	0.0211998821515684	0.0541717237305508
"RPUSD4"	0.403824055187225	0.0212364244803778	0.0542530542385502
"PRDX1"	0.259570574095711	0.0212517439220158	0.0542801422100489
"SLC12A2"	0.422065953494676	0.0212664339522102	0.0543056109065869
"AMIGO2"	-0.599565196657034	0.0212954331607729	0.0543675998774037
"CA5BP1"	0.314505234545535	0.0213409001690113	0.0544715945986141
"TMEM116"	0.50967296168982	0.0213855678537482	0.054563813364288
"LOC440434"	0.271313400738955	0.0213865116071164	0.054563813364288
"SERPINB9"	-0.459092254848975	0.0214012423564233	0.054589294831577
"RIC8A"	-0.26305778650254	0.0214121658834619	0.0546050558725378
"TMEM8B"	0.748391890193125	0.0214322633192732	0.0546441999427372
"WDR44"	-0.26757519152822	0.0214489344011296	0.0546545538603107
"EPS8"	0.444611582569869	0.0214492015429916	0.0546545538603107
"CYLD"	-0.466606948343628	0.0214505708390845	0.0546545538603107
"DCAF10"	0.262888046757062	0.0214694514660258	0.0546905526610206
"FAM160B1"	-0.365034429112185	0.0214750999774946	0.0546928359462238
"PTS"	0.26521604841405	0.0215435583777585	0.0548442858654256
"RBPMS"	0.377470902257721	0.0215440973496906	0.0548442858654256
"EIF2AK1"	0.339306691641816	0.0215527093330586	0.0548536669255023
"CSTF2"	-0.370924826921209	0.0215573147540227	0.0548536669255023
"COMMD4"	-0.265093012804956	0.0215688709278614	0.054870940651803
"MOB2"	-0.278509966731554	0.0216026718837085	0.0549447846872046
"FAM53A"	-0.349590140071404	0.0216129014605116	0.0549586572932012
"MTIF3"	-0.280855987414835	0.0216254981726219	0.0549785417425902
"TTC17"	0.296141833360126	0.0216354857835144	0.0549813247072312
"TRIO"	0.390799626734277	0.0216361473280954	0.0549813247072312
"HIC2"	-0.40163717618995	0.021663005553855	0.0550374240439995
"JMJD8"	-0.43631323672005	0.0217141810632374	0.0551552659141027
"FAM115A"	0.303396862090221	0.0217255494329579	0.0551612675438761
"CPSF1"	0.403734061300892	0.0217262390564638	0.0551612675438761
"SLC20A2"	-0.271343058237175	0.0217309224992558	0.0551612675438761
"BTF3"	0.348249887691239	0.0217408247319144	0.055174234143242
"HECW2"	-0.771697829640955	0.0217568010991723	0.0552006118262054
"KHK"	-0.25922553586582	0.0217608111786857	0.0552006118262054
"AGBL5"	-0.349509121294179	0.0217837588157388	0.0552466461459536
"FKBP5"	0.299829601179379	0.0218080251210495	0.0552708153516164
"RRP1"	0.3990614302659	0.0218184843434648	0.0552708153516164
"ATP11C"	0.263500097540846	0.0218199117363054	0.0552708153516164
"LOC100508120"	-0.4827319451445	0.0218205546777689	0.0552708153516164
"WIPI1"	-0.520100401168065	0.0218230624156109	0.0552708153516164
"GOLGA4"	0.281149683911895	0.0218284936158439	0.0552708153516164
"CCDC104"	-0.28715569021889	0.0218395368218581	0.0552708153516164
"CREB1"	-0.272253796290705	0.0218425889285819	0.0552708153516164
"RAD54L"	0.294585198421835	0.0218436064632176	0.0552708153516164
"MNS1"	0.351916983657461	0.0218447924790978	0.0552708153516164
"MEF2BNB"	-0.51096813895193	0.0218461151302896	0.0552708153516164
"SLC6A8"	-0.37264601830542	0.0218626061475829	0.0552896516273045
"SUPT5H"	-0.32110701444744	0.0218631683513652	0.0552896516273045
"LMAN2"	0.326198500416624	0.021883092930043	0.055327881487668
"GABARAPL1"	-0.602267736856445	0.0218983249878372	0.0553542328761297
"SNUPN"	-0.3301857717816	0.0219107369817773	0.0553673860006065
"NAV2"	-0.329302171651545	0.0219131499898134	0.0553673860006065
"RASEF"	0.813389766980694	0.0219663700314868	0.0554896735496887
"KIAA1383"	0.35417127563744	0.0219720811469071	0.0554919205441638
"SP4"	-0.27770730610276	0.021995939567267	0.0555220433466319
"WDR27"	-0.50787080091611	0.0219973729108743	0.0555220433466319
"PPM1K"	-0.522332064755724	0.0219984809853716	0.0555220433466319
"LARS2"	0.439735954357417	0.0220301514762914	0.055580758214688
"MAP2K7"	0.261173049888821	0.0220347363453658	0.055580758214688
"LOC388692"	-0.286806378739511	0.0220362324905397	0.055580758214688
"DDRGK1"	0.282636670795165	0.0220935407360892	0.0557130938500549
"GGCT"	0.283958180245588	0.0220985485263672	0.0557135147842191
"GTPBP3"	-0.28138798935507	0.0221192090987665	0.0557533897323048
"CCDC138"	0.434467820793855	0.0221249932740467	0.0557557581762652
"RRAGD"	-0.30629592766139	0.0221300812462364	0.0557563715111503
"AGL"	0.452454135163704	0.0222116129076015	0.0559495410272677
"PRDM4"	0.254779292904499	0.0222224061213781	0.0559644796610373
"FYTTD1"	-0.288358343969742	0.0222303594782204	0.0559722614821348
"XRCC6BP1"	0.311481580128475	0.0222527856056412	0.0560164719018645
"LOC100506895"	0.378000538313245	0.0222778300067437	0.0560672524705037
"PDZD8"	-0.485551127741337	0.0223015648796643	0.0561147158286088
"EXOC8"	-0.33038105319369	0.0223110218014565	0.0561262404181341
"UHRF2"	-0.27257108082898	0.0223223361990796	0.056142431668533
"PHF1"	-0.320593346046189	0.0223299730959969	0.0561493686610943
"SSBP4"	-0.333772389700919	0.022376442890649	0.0562539277475926
"SHROOM3"	0.451624222717844	0.0223813658337019	0.0562540160253495
"MTBP"	0.26772521476718	0.0223923018955558	0.0562692145231336
"LYRM5"	-0.33425189476272	0.0224411116540121	0.0563757285930295
"WWTR1"	-0.54321005447674	0.0224444859165228	0.0563757285930295
"LINC00493"	-0.29115613420674	0.0224510257594004	0.0563798506360329
"ATP5O"	0.293421825117285	0.022524213120924	0.0565513020961418
"SEC61B"	0.335677461294083	0.0225303494230921	0.0565543711036788
"RPL3"	0.267708164356669	0.0225705281575604	0.0566428714708598
"THUMPD3"	0.28122013390229	0.022595435177056	0.056677129118375
"MEAF6"	-0.275000493773167	0.0225965504775926	0.056677129118375
"TIMP4"	0.325590388047799	0.0225989526044159	0.056677129118375
"SLC33A1"	-0.262887525272984	0.0226145015732689	0.0567037687596408
"C4orf32"	-0.3805357499399	0.0226348712435524	0.0567424816253637
"TMEM120B"	0.358335133840201	0.0226571533374944	0.0567784212654299
"CBX7"	0.418555881929675	0.0226590745392405	0.0567784212654299
"DTWD1"	-0.297294242727864	0.0226745310535455	0.0568047840433729
"TUSC3"	0.261567216504746	0.022726839351965	0.0569052882780584
"NOP10"	-0.385430713975992	0.0227315026368343	0.0569052882780584
"PPP1R35"	-0.326718758783151	0.0227316154743334	0.0569052882780584
"MARCH2"	-0.52961002919847	0.0227344265794172	0.0569052882780584
"FUT10"	-0.325843070335734	0.022749702946694	0.0569311439907592
"ENOPH1"	0.399855454631196	0.0227797905433925	0.0569940455138922
"TRPT1"	-0.302661997642865	0.022829432240615	0.0571058325705799
"PGM2L1"	0.273225554569399	0.0228471831814263	0.0571378164352532
"H2AFY"	0.279533279590732	0.022913002973182	0.057283551658692
"SNRNP25"	-0.482822475832824	0.0229154115767328	0.057283551658692
"PAQR7"	-0.270163741612896	0.0229703375067378	0.0574083853127135
"SFXN1"	0.254090657144789	0.0229790431976627	0.05741767437297
"JUP"	-0.867033655700189	0.0229910868898559	0.0574352982451382
"ATP10D"	0.337316070111511	0.0230227322241377	0.0575018717811633
"PLD3"	-0.310205088119201	0.0230366029508228	0.0575240319724495
"SIK2"	0.279742300300994	0.0230576907862622	0.0575532737189663
"C7orf26"	0.327440855419774	0.0230583148073815	0.0575532737189663
"C6orf72"	0.261445722339805	0.0230983371057474	0.0576406682025253
"S100A3"	-0.684130796823343	0.0231276749399705	0.0576648400065054
"PPP2R3A"	-0.284096974612825	0.023131751139242	0.0576648400065054
"SOAT1"	-0.356699671394163	0.0231388550383819	0.0576648400065054
"CYB5R4"	-0.280708996025265	0.0231396709876977	0.0576648400065054
"NUDT15"	-0.256600821907265	0.0231425993547633	0.0576648400065054
"RAB10"	-0.258370800683924	0.0231426695192865	0.0576648400065054
"MYEOV"	-0.634610053959635	0.0231430963585062	0.0576648400065054
"SBDSP1"	-0.520345736945059	0.023159150881771	0.0576923522723599
"FAM40B"	-0.493480600720084	0.0231778687519339	0.0577264859264244
"KIAA1217"	0.500215977247015	0.0232298226632961	0.0578433641349794
"SLC43A2"	-0.623394594994185	0.0232362179353221	0.0578467731381402
"DBNL"	0.272113637778896	0.0232418412450801	0.0578482592754383
"TMED3"	-0.300211495872504	0.023269595670222	0.0579048165553696
"FAM46B"	0.269856885726254	0.0233223060915378	0.0580234372692409
"FAM177A1"	-0.312174660211046	0.0233292624225544	0.0580281999613526
"SCNN1D"	-0.482199890328749	0.0233450300676539	0.0580548727417088
"UPP1"	0.356277729935391	0.023360919269196	0.0580799868684968
"IBTK"	-0.304452268946625	0.023365221930762	0.0580799868684968
"C7orf23"	-0.279864545791455	0.0233976291517951	0.0581412846122649
"HSPA4"	0.257718658069731	0.0234119796630023	0.0581412846122649
"FANCL"	-0.54208441069556	0.0234132687848812	0.0581412846122649
"PPIA"	0.364675043619203	0.0234184355469032	0.0581412846122649
"COPG2"	0.351644712191356	0.02341971178642	0.0581412846122649
"LYRM4"	-0.298811640462095	0.0234201924982587	0.0581412846122649
"S100A4"	0.538652997273685	0.0234457991613802	0.0581923016062808
"MTRNR2L2"	0.471874531914231	0.0234578960833837	0.0582097727519756
"TMCO4"	-0.266927112019836	0.0234880953824992	0.0582721469621003
"HYLS1"	0.25667295080942	0.0235337348124707	0.0583672825965179
"RPL22L1"	0.575593467252833	0.0235365851533964	0.0583672825965179
"PAIP1"	0.264535960799386	0.0235732449902442	0.058445600300026
"TTC21B"	0.38301633322429	0.023589749974446	0.0584739247158947
"MICALL1"	-0.278013504822936	0.0236034488581082	0.0584952827105873
"PHLDB1"	0.42499644858214	0.023620526485803	0.0585250030839843
"MAP2K1"	-0.348942150369724	0.0236607836892118	0.0586121307531509
"FUT4"	-0.31991329030607	0.0236823379478793	0.0586529002457806
"C15orf52"	0.474132644640234	0.0237019862466158	0.0586648451979064
"HERC3"	0.376325660010086	0.0237069396077136	0.0586648451979064
"MTMR10"	0.367689261452645	0.0237098334273608	0.0586648451979064
"KHSRP"	0.263890045381089	0.0237099549164468	0.0586648451979064
"DFNA5"	0.396339799240149	0.0237126474811591	0.0586648451979064
"EFHC1"	-0.305078149058079	0.0237307627227436	0.0586970445252646
"VGLL4"	-0.28608461835272	0.0237996294011928	0.0588448760314195
"EID2"	-0.269678408144256	0.0238007557499572	0.0588448760314195
"PIK3C2B"	-0.625228387824389	0.0238085378835607	0.0588514739050472
"MAP1S"	-0.29956541694149	0.0238249861996674	0.0588639675804337
"EVI5"	0.362175946523228	0.0238258634856671	0.0588639675804337
"HDAC6"	0.256251543076103	0.0238289360463325	0.0588639675804337
"GPD1L"	0.351017503285589	0.0238619341878135	0.0589328327398167
"API5"	-0.27288133966938	0.023870175766287	0.0589405391319883
"ZNF709"	0.313463913585625	0.0238804888175412	0.0589533560276881
"SCAMP1"	0.272766664229501	0.0239037312385444	0.0589980790959484
"PPARGC1B"	0.568316118697289	0.0239450045547211	0.0590872764623254
"PDE7A"	-0.261871768838779	0.0239565456651881	0.0591030833999248
"NEU3"	-0.41581656444365	0.0239727877436935	0.0591304788131522
"BTBD9"	-0.317034818272916	0.0240126194758418	0.0592160354719226
"CADPS2"	0.504707523467351	0.0240681923755954	0.0593350709137025
"CNOT1"	0.31134339352028	0.0240712004601683	0.0593350709137025
"TYRO3"	0.388822120152285	0.0240806768685377	0.0593457195032122
"RSPRY1"	-0.27282873059177	0.0241697137500997	0.059552394679918
"GABARAPL2"	-0.360363684810896	0.0241773087874988	0.0595583576274238
"YEATS2"	0.320583850374691	0.0242035769064204	0.0596103074290589
"PI4K2B"	0.380958364776079	0.0242531043131965	0.0597195073899397
"ZNRF2"	0.26572671854951	0.0242757127824863	0.0597623911045208
"KCTD2"	-0.263223537647006	0.0242839326734267	0.0597698419885516
"ORC4"	0.273901573057693	0.0243093038479489	0.0598194949724275
"TTC38"	0.28025410046677	0.0243231349748745	0.0598407354480185
"ZBTB34"	0.416138955984454	0.0243389830291081	0.0598558251098728
"ABCF1"	-0.334635611334715	0.0243396699551833	0.0598558251098728
"TRIP4"	-0.255307983753501	0.0243670895621598	0.0599104537002557
"COG1"	-0.311517253893785	0.0243772919921842	0.0599227367659222
"ATP6V0E2"	-0.398013624069779	0.0243900918843075	0.0599345277734901
"CCT8"	0.264151692036702	0.024392503961337	0.0599345277734901
"UBE2E3"	-0.345870445733635	0.024407981371051	0.0599597561578283
"GRIPAP1"	-0.258023773984545	0.0245026550278706	0.0601794828672136
"SLC37A4"	0.285881836373729	0.0245123903100449	0.0601905483418618
"MRPL18"	-0.268583077979905	0.0245254838225724	0.0602098535226079
"RNMT"	-0.357130173438948	0.0245422497715527	0.0602381643465131
"KIF1C"	0.432126863273433	0.0245565134967459	0.0602595763625012
"RASA1"	0.383310746183564	0.024563289806175	0.0602595763625012
"TMEM170B"	-0.528464003131504	0.0245666810576814	0.0602595763625012
"HSD17B12"	0.342693212173985	0.0245807145244237	0.0602811513875117
"MVP"	-0.337133206385775	0.0246436681902454	0.0604226623778299
"ZNF780B"	0.266220105845435	0.0246658842294498	0.0604642516712966
"EEF2"	0.250933141585101	0.0247020413624891	0.060539990213136
"AURKA"	0.284938087024214	0.0247105704582077	0.0605479998730068
"THAP3"	-0.283913718424795	0.0247376023815069	0.0606013337183403
"LAMA3"	-0.315938685023519	0.0247451715407841	0.0606069757954639
"PRR3"	-0.275735346099759	0.0247706788352666	0.0606565410032092
"SPRY4"	-0.520272129206305	0.0247773562550953	0.0606599857774712
"RPL19"	0.262819854558654	0.0248286289219079	0.0607600892169797
"ABHD15"	0.326404925028685	0.0248288035092063	0.0607600892169797
"HIP1R"	0.283790506614341	0.024847205475062	0.0607921955383692
"FGD4"	0.35409328002759	0.0248607412638243	0.0608123849533164
"GPR116"	-0.247300409039321	0.0248818814092317	0.0608511630129298
"GPR68"	0.2817240367554	0.0249255083615398	0.0609287107520916
"DNPEP"	0.268651665665579	0.0249325769990838	0.0609287107520916
"SUPT16H"	0.322900833015641	0.0249346971246974	0.0609287107520916
"ZNF675"	0.252750664986965	0.024937944667894	0.0609287107520916
"MAST4"	-0.505397199250156	0.024940060505092	0.0609287107520916
"BCL7A"	-0.287600609687474	0.0250007453532454	0.061064002179648
"BAG5"	-0.256330095894242	0.0250691320677031	0.0612180439141088
"ZBTB6"	0.25572249123892	0.0250831622774611	0.0612323899642877
"DNASE2"	0.400491478975159	0.0250856476393793	0.0612323899642877
"TCP11L2"	-1.36516931051265	0.025103425990061	0.0612627925614106
"CYB5D2"	0.26733232158577	0.02520953781421	0.0615087069543656
"DDX18"	0.328930069170442	0.0252169280395041	0.0615136975003504
"MIER1"	0.259676372246365	0.0252471644771954	0.0615744047399962
"RBL1"	0.26605997277578	0.0252855806255569	0.0616550312329522
"PAQR5"	0.276972533773984	0.0253156536418162	0.0617152844235676
"MRPL42"	0.391470713905781	0.0253430198441262	0.0617689147365626
"SETD7"	0.287944926012906	0.0253574714540285	0.0617901625073721
"GMPR2"	-0.314040318075068	0.0253624752528305	0.0617901625073721
"ZNF695"	-0.51659488738978	0.0253887196199598	0.0618410103928289
"KAT7"	0.271598709891164	0.0254208973710732	0.0618873690066906
"IKZF4"	0.32497444801735	0.0254237390139735	0.0618873690066906
"UBE2Q2"	-0.263503152332547	0.0254238839745967	0.0618873690066906
"SPAG16"	0.420331325377725	0.0254722476945275	0.0619919853491895
"ABHD13"	-0.341830486585275	0.0254977859051318	0.0620410186008798
"ZNF554"	-0.470696842997175	0.0255120688314958	0.0620510644378787
"HMGN3"	0.290349808606794	0.0255126976209959	0.0620510644378787
"TMED8"	-0.272828124010061	0.0255658924838496	0.0621673054292467
"NIPA1"	-0.434451829066366	0.025571935084108	0.0621688637268693
"TMF1"	-0.333583635584165	0.0255821449880484	0.0621805505105488
"MUTYH"	-0.486433933372955	0.0256581481842513	0.0623521172830549
"SEPT7"	0.250716569239394	0.025678580595765	0.0623885970185053
"TMEM14A"	-0.30609879325376	0.0257121905707901	0.0624492231455114
"MANF"	-0.600586224569915	0.0257143860010929	0.0624492231455114
"GCLC"	0.374949613547675	0.0257235572937109	0.06245831664416
"SLC37A2"	-0.31373241376339	0.0257303103163446	0.0624615358428201
"ADAMTSL5"	-0.33513517264265	0.0257629069831655	0.0625233875788069
"KXD1"	-0.375656386324735	0.025766654556111	0.0625233875788069
"SDC4"	-0.28979899475353	0.0258183219339757	0.0626105147276843
"SPTBN2"	-0.369975024134875	0.0258203825076387	0.0626105147276843
"ZNF22"	-0.24437839505827	0.0258236235292473	0.0626105147276843
"YTHDF3"	-0.255540832492178	0.0258243212626916	0.0626105147276843
"FAM104A"	-0.276153777338246	0.0258451274844056	0.0626477616297438
"EI24"	0.437575515856874	0.025864018483229	0.0626803513841826
"CDK5RAP3"	-0.452172688128474	0.0258712689202119	0.0626847229479409
"DAP3"	-0.305793478058235	0.0258984429402106	0.062737356303701
"LOC81691"	-0.31876873697862	0.0259311763641423	0.0628034319812528
"UBR5"	0.245460579237884	0.0260018505587831	0.0629613503221198
"STAT3"	-0.269017931566234	0.0260150919869649	0.0629801627425283
"STAT5B"	-0.2588514195667	0.0260441471948948	0.0630372429160977
